,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
143,,,,第1节,4.5,0.83,-4.5,0.83,132.5,0.83,132.5,0.83,4.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
144,,,,第1节,4.5,0.83,-5.5,0.83,132.5,0.83,132.5,0.83,-5.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
145,,,,第1节,5.5,0.83,-5.5,0.83,132.5,0.83,132.5,0.83,5.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
146,,,,第1节,5.5,0.83,-5.5,0.83,132.5,0.83,132.5,0.83,5.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
147,,,,第1节,5.5,0.83,-5.5,0.83,132.5,0.83,132.5,0.83,5.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
148,,,,第1节,5.5,0.83,-5.5,0.83,132.5,0.83,132.5,0.83,5.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
149,,,,第1节,5.5,0.83,-5.5,0.83,132.5,0.83,132.5,0.83,5.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
150,,,,第1节,5.5,0.83,-4.5,0.83,132.5,0.83,132.5,0.83,-4.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
151,,,,第1节,4.5,0.83,-4.5,0.83,132.5,0.83,132.5,0.83,4.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
152,,,,第1节,4.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
153,,,,第1节,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,6.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
154,,,,第1节,6.5,0.8,-6.5,0.87,132.5,0.83,132.5,0.83,6.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
155,,,,第1节,6.5,0.83,-8.5,0.83,132.5,0.83,132.5,0.83,-8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
156,,,,第1节,8.5,0.83,-8.5,0.77,132.5,0.83,132.5,0.83,8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
157,,,,第1节,8.5,0.91,-7.5,0.77,132.5,0.83,132.5,0.83,-7.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
158,,,,第1节,7.5,0.91,-7.5,0.87,132.5,0.83,132.5,0.83,7.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
159,,,,第1节,7.5,0.8,-9.5,0.87,132.5,0.83,132.5,0.83,-9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
160,,,,第1节,9.5,0.8,-9.5,0.87,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
161,,,,第1节,9.5,0.8,-9.5,0.87,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
162,,,,第1节,9.5,0.8,-9.5,0.87,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
163,,,,第1节,9.5,0.91,-7.5,0.77,132.5,0.83,132.5,0.83,-7.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
164,,,,第1节,7.5,0.91,-7.5,0.8,132.5,0.83,132.5,0.83,7.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
165,,,,第1节,7.5,0.87,-8.5,0.8,132.5,0.83,132.5,0.83,-8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
166,,,,第1节,8.5,0.87,-8.5,0.8,132.5,0.83,132.5,0.83,8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
167,,,,第1节,8.5,0.87,-7.5,0.8,132.5,0.83,132.5,0.83,-7.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
168,,,,第1节,7.5,0.87,-7.5,0.83,132.5,0.83,132.5,0.83,7.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
169,,,,第1节,7.5,0.83,-8.5,0.83,132.5,0.83,132.5,0.83,-8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
170,,,,第1节,8.5,0.83,-8.5,0.83,132.5,0.83,132.5,0.83,8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
171,,,,第1节,8.5,0.83,-9.5,0.83,132.5,0.83,132.5,0.83,-9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
172,,,,第1节,9.5,0.83,-9.5,0.87,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
173,,,,第1节,9.5,0.8,-10.5,0.87,132.5,0.83,132.5,0.83,-10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
174,,,,第1节,10.5,0.8,-10.5,0.87,132.5,0.83,132.5,0.83,10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
175,,,,第1节,10.5,0.8,-9.5,0.87,132.5,0.83,132.5,0.83,-9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
176,,,,第1节,9.5,0.8,-9.5,0.83,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
177,,,,第1节,9.5,0.83,-8.5,0.83,132.5,0.83,132.5,0.83,-8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
178,,,,第1节,8.5,0.83,-8.5,0.83,132.5,0.83,132.5,0.83,8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
179,,,,第1节,8.5,0.83,-10.5,0.83,132.5,0.83,132.5,0.83,-10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
180,,,,第1节,10.5,0.83,-10.5,0.83,132.5,0.83,132.5,0.83,10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
181,,,,第1节,10.5,0.83,-11.5,0.83,132.5,0.83,132.5,0.83,-11.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
182,,,,第1节,11.5,0.87,-11.5,0.8,132.5,0.83,132.5,0.83,11.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
183,,,,第1节,11.5,0.8,-12.5,0.87,132.5,0.83,132.5,0.83,-12.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
184,,,,第1节,12.5,0.83,-12.5,0.83,132.5,0.83,132.5,0.83,12.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
185,,,,第1节,12.5,0.83,-13.5,0.83,132.5,0.83,132.5,0.83,-13.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
186,,,,第1节,13.5,0.83,-13.5,0.8,132.5,0.83,132.5,0.83,13.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
187,,,,第1节,13.5,0.87,-11.5,0.8,132.5,0.83,132.5,0.83,-11.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
188,,,,第1节,11.5,0.87,-11.5,0.8,132.5,0.83,132.5,0.83,11.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
189,,,,第1节,11.5,0.87,-12.5,0.8,132.5,0.83,132.5,0.83,-12.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
190,,,,第1节,12.5,0.87,-12.5,0.8,132.5,0.83,132.5,0.83,12.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
191,,,,第1节,12.5,0.87,-11.5,0.8,132.5,0.83,132.5,0.83,-11.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
192,,,,第1节,11.5,0.87,-11.5,0.8,132.5,0.83,132.5,0.83,11.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
193,,,,第1节,11.5,0.87,-10.5,0.8,132.5,0.83,132.5,0.83,-10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
194,,,,第1节,10.5,0.87,-10.5,0.8,132.5,0.83,132.5,0.83,10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
195,,,,第1节,10.5,0.87,-9.5,0.8,132.5,0.83,132.5,0.83,-9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
196,,,,第1节,9.5,0.87,-9.5,0.8,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
197,,,,第1节,9.5,0.87,-10.5,0.8,132.5,0.83,132.5,0.83,-10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
198,,,,第1节,10.5,0.87,-10.5,0.83,132.5,0.83,132.5,0.83,10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
199,,,,第1节,10.5,0.83,-9.5,0.83,132.5,0.83,132.5,0.83,-9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
200,,,,第1节,9.5,0.83,-9.5,0.83,132.5,0.83,132.5,0.83,9.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
201,,,,第1节,9.5,0.83,-10.5,0.83,132.5,0.83,132.5,0.83,-10.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
202,,,,第1节,10.5,0.87,-10.5,0.8,132.5,0.83,132.5,0.83,10.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
203,,,,第1节,10.5,0.8,-11.5,0.87,132.5,0.83,132.5,0.83,-11.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
204,,,,第1节,11.5,0.8,-11.5,0.8,132.5,0.83,132.5,0.83,11.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
205,,,,第1节,11.5,0.87,-10.5,0.8,132.5,0.83,132.5,0.83,-10.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
206,,,,第1节,10.5,0.87,-10.5,0.8,132.5,0.83,132.5,0.83,10.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
207,,,,第1节,10.5,0.87,-8.5,0.8,132.5,0.83,132.5,0.83,-8.5,,,,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,0.0,0.0
208,,,,第1节,8.5,0.87,-8.5,0.8,132.5,0.83,132.5,0.83,8.5,,,,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,0.0,0.0
209,,,,第1节,8.5,0.83,-8.5,0.83,132.5,0.83,132.5,0.83,8.5,,,,,,,,,,,,,,,,,0.0,1,1.0,57.0,0,,,0.0,0.0
210,,,,第1节,8.5,0.83,-7.5,0.83,132.5,0.83,132.5,0.83,-7.5,,,,,,,,,,,,,,,,,0.0,1,1.0,57.0,0,,21077.0,0.0,0.0
211,,,,第1节,7.5,0.83,-7.5,0.83,132.5,0.83,132.5,0.83,7.5,,,,,,,,,,,,,,,,,0.0,1,1.0,53.0,0,,21077.0,0.0,0.0
212,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,,,,,,,0.0,1,1.0,53.0,0,,21077.0,0.0,0.0
213,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,,,,,,,0.0,1,1.0,55.0,0,,21077.0,0.0,0.0
214,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,0.0,1,1.0,55.0,0,,11086.0,0.0,0.0
215,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,0.0,0.0,1.0,53.0,0,,21077.0,0.0,0.0
216,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,1.0,0.0,1.0,53.0,0,,21077.0,0.0,0.0
217,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,1.0,0.0,1.0,53.0,0,,21077.0,0.0,0.0
218,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,1.0,0.0,1.0,53.0,0,,21077.0,0.0,0.0
219,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,1.0,0.0,1.0,53.0,0,,21077.0,0.0,0.0
220,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,5.0,,,,,,1.0,0.0,1.0,53.0,0,,21077.0,0.0,0.0
221,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,4.0,,,,,,1.0,1.0,1.0,53.0,0,,21077.0,0.0,0.0
222,,,,第1节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,,,,,,,,,,,4.0,,,,,,1.0,1.0,1.0,42.0,0,,11077.0,0.0,0.0
223,,,,第1节,7.5,0.83,-8.5,0.83,124.5,0.83,124.5,0.83,-8.5,,,,,,,,,,,4.0,,,,,,1.0,1.0,1.0,42.0,0,,11077.0,0.0,0.0
224,,,,第1节,8.5,0.83,-8.5,0.83,124.5,0.83,124.5,0.83,8.5,,,,,,,,,,,4.0,,,,,,1.0,1.0,1.0,37.0,0,,11077.0,0.0,0.0
225,,,,第1节,8.5,0.83,-8.5,0.83,124.5,0.83,124.5,0.83,8.5,,,,,,15.0,,,,,4.0,,,,45.0,,1.0,1.0,1.0,37.0,0,,11074.0,0.0,0.0
226,,,,第1节,8.5,0.83,-8.5,0.83,124.5,0.83,124.5,0.83,8.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,1.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
227,,,,第1节,8.5,0.83,-9.5,0.83,124.5,0.83,124.5,0.83,-9.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,1.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
228,,,,第1节,9.5,0.83,-9.5,0.83,124.5,0.83,125.5,0.83,9.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,1.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
229,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,1.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
230,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
231,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
232,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
233,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
234,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
235,,,,第1节,9.5,0.83,-9.5,0.83,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,,,,4.0,6.0,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,21086.0,0.0,0.0
236,,,,第1节,9.5,0.83,-10.5,0.83,125.5,0.83,125.5,0.83,-10.5,,,,,,15.0,,,,,4.0,6.0,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,11077.0,0.0,0.0
237,,,,第1节,10.5,0.77,-10.5,0.91,125.5,0.83,126.5,0.83,10.5,,,,,,15.0,,,,,4.0,6.0,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,11077.0,0.0,0.0
238,,,,第1节,10.5,0.77,-10.5,0.91,126.5,0.83,126.5,0.83,126.5,,,,,,15.0,,,,,4.0,6.0,,,40.0,45.0,0.0,1.0,1.0,37.0,0,,11077.0,0.0,0.0
239,,,,第1节,10.5,0.77,-10.5,0.91,126.5,0.83,126.5,0.83,126.5,,1:1,,,,15.0,,,,,4.0,6.0,,,46.0,45.0,0.0,1.0,1.0,37.0,0,,11078.0,0.0,0.0
240,,,,第1节,10.5,0.77,-10.5,0.91,126.5,0.83,126.5,0.83,126.5,,1:1,,,,15.0,,8.0,,,4.0,6.0,50.0,,46.0,45.0,0.0,1.0,1.0,37.0,0,,11079.0,0.0,0.0
241,,,,第1节,10.5,0.77,-10.5,0.91,126.5,0.83,126.5,0.83,126.5,,,,,,15.0,,8.0,,,4.0,6.0,50.0,,40.0,46.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
242,,,,第1节,10.5,0.83,-10.5,0.83,126.5,0.83,126.5,0.83,126.5,,,,,,15.0,,8.0,,,4.0,6.0,50.0,,40.0,46.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
243,,,,第1节,10.5,0.8,-10.5,0.87,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,8.0,,,4.0,6.0,50.0,,40.0,46.0,0.0,1.0,1.0,37.0,0,,21077.0,0.0,0.0
244,,,,第1节,10.5,0.8,-10.5,0.87,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,,8.0,,,4.0,6.0,50.0,,40.0,46.0,0.0,1.0,1.0,16.0,0,,21077.0,0.0,0.0
245,,,,第1节,10.5,0.8,-10.5,0.87,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,40.0,42.0,0.0,1.0,1.0,16.0,0,,21074.0,0.0,0.0
246,,,,第1节,10.5,0.8,-10.5,0.87,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,1.0,15.0,0,,11077.0,0.0,0.0
247,,,,第1节,10.5,0.8,-9.5,0.87,125.5,0.83,125.5,0.83,-9.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,1.0,15.0,0,,11077.0,0.0,0.0
248,,,,第1节,9.5,0.8,-9.5,0.87,125.5,0.83,127.5,0.83,9.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,1.0,15.0,0,,11077.0,0.0,0.0
249,,,,第1节,9.5,0.8,-9.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,1.0,15.0,0,,11077.0,0.0,0.0
250,,,,第1节,9.5,0.8,-9.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,11077.0,0.0,0.0
251,,,,第1节,9.5,0.8,-8.5,0.87,127.5,0.83,127.5,0.83,-8.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
252,,,,第1节,8.5,0.8,-8.5,0.87,127.5,0.83,125.5,0.83,8.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
253,,,,第1节,8.5,0.8,-8.5,0.87,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
254,,,,第1节,8.5,0.8,-8.5,0.87,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
255,,,,第1节,8.5,0.8,-7.5,0.87,125.5,0.83,125.5,0.83,-7.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
256,,,,第1节,7.5,0.8,-7.5,0.87,125.5,0.83,127.5,0.83,7.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
257,,,,第1节,7.5,0.8,-7.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,48.0,0,,21077.0,0.0,0.0
258,,,,第1节,7.5,0.8,-7.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,13.0,8.0,,,4.0,6.0,50.0,,42.0,46.0,0.0,1.0,0.0,40.0,0,,21077.0,0.0,0.0
259,,,,第1节,7.5,0.8,-7.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,42.0,44.0,0.0,1.0,0.0,40.0,0,,21074.0,0.0,0.0
260,,,,第1节,7.5,0.8,-7.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,40.0,0,,11077.0,0.0,0.0
261,,,,第1节,7.5,0.8,-7.5,0.87,127.5,0.83,127.5,0.83,127.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,11.0,0,,11077.0,0.0,0.0
262,,,,第1节,7.5,0.91,-6.5,0.77,127.5,0.83,127.5,0.83,-6.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,11.0,0,,11077.0,0.0,0.0
263,,,,第1节,6.5,0.91,-6.5,0.77,127.5,0.83,125.5,0.83,6.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,11.0,0,,11077.0,0.0,0.0
264,,,,第1节,6.5,0.91,-6.5,0.77,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,11.0,0,,11077.0,0.0,0.0
265,,,,第1节,6.5,0.91,-6.5,0.77,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,2.0,0,,11077.0,0.0,0.0
266,,,,第1节,6.5,0.91,-6.5,0.77,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,2.0,0,,11077.0,0.0,0.0
267,,,,第1节,6.5,0.91,-6.5,0.77,125.5,0.83,125.5,0.83,125.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,1.0,0,,11077.0,0.0,0.0
268,,,,第1节,6.5,0.91,-6.5,0.77,124.5,0.83,124.5,0.83,124.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,1.0,0,,11077.0,0.0,0.0
269,,,,第1节,6.5,0.91,-6.5,0.77,124.5,0.83,124.5,0.83,124.5,,,,,,15.0,14.0,8.0,,,4.0,6.0,50.0,,44.0,46.0,0.0,1.0,0.0,0.0,0,,11077.0,0.0,0.0
